_id,Unnamed: 0,Title,Date_of_Release,Rating,Description,Up_System
1411,1411,Eastern Promises,2007,7.6,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,CM
1412,1412,The Bucket List,2007,7.4,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,CM
1413,1413,Ghost Rider,2007,5.2,"When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.",CM
1414,1414,Paranormal Activity,2007,6.3,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",CM
1415,1415,Disturbia,2007,6.9,A teen living under house arrest becomes convinced his neighbor is a serial killer.,CM
1416,1416,National Treasure: Book of Secrets,2007,6.5,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,CM
1417,1417,P.S. I Love You,2007,7.1,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,CM
1418,1418,Resident Evil: Extinction,2007,6.3,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.",CM
1419,1419,Grindhouse,2007,7.6,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,CM
1420,1420,Fracture,2007,7.2,"An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.",CM
1421,1421,The Golden Compass,2007,6.1,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",CM
1422,1422,The Darjeeling Limited,2007,7.2,"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.",CM
1423,1423,Enchanted,2007,7.1,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",CM
1424,1424,No Country for Old Men,2007,8.1,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,CM
1425,1425,I Am Legend,2007,7.2,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",CM
1426,1426,The Bourne Ultimatum,2007,8,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,CM
1427,1427,Ratatouille,2007,8,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,CM
1428,1428,Transformers,2007,7.1,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",CM
1429,1429,Pirates of the Caribbean: At World's End,2007,7.1,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",CM
1430,1430,Into the Wild,2007,8.1,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",CM
1431,1431,Superbad,2007,7.6,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,CM
1432,1432,Juno,2007,7.5,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",CM
1433,1433,There Will Be Blood,2007,8.2,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",CM
1434,1434,Spider-Man 3,2007,6.2,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",CM
1435,1435,Harry Potter and the Order of the Phoenix,2007,7.5,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",CM
1436,1436,Hot Fuzz,2007,7.9,A skilled London police officer is transferred to a small town with a dark secret.,CM
1437,1437,Zodiac,2007,7.7,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",CM
1438,1438,Live Free or Die Hard,2007,7.1,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,CM
1439,1439,American Gangster,2007,7.8,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",CM
1440,1440,Knocked Up,2007,7,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",CM
1441,1441,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,"The infamous story of Benjamin Barker, aka Sweeney Todd, who sets up a barber shop in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett.",CM
1442,1442,Ocean's Thirteen,2007,6.9,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",CM
1443,1443,Shooter,2007,7.2,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",CM
1444,1444,The Simpsons Movie,2007,7.3,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the family are declared fugitives.",CM
1445,1445,3:10 to Yuma,2007,7.7,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,CM
1446,1446,The Mist,2007,7.2,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",CM
1447,1447,Shrek the Third,2007,6.1,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.",CM
1448,1448,28 Weeks Later,2007,7,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.",CM
1449,1449,1408,2007,6.8,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",CM
1450,1450,Stardust,2007,7.7,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",CM
1451,1451,Fantastic 4: Rise of the Silver Surfer,2007,5.6,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,CM
1452,1452,Gone Baby Gone,2007,7.7,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",CM
1453,1453,Atonement,2007,7.8,"Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",CM
1454,1454,Sunshine,2007,7.3,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,CM
1455,1455,Eastern Promises,2007,7.6,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,CM
1456,1456,The Bucket List,2007,7.4,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,CM
1457,1457,Ghost Rider,2007,5.2,"When motorcycle rider Johnny Blaze sells his soul to the Devil to save his father's life, he is transformed into the Ghost Rider, the Devil's own bounty hunter, and is sent to hunt down sinners.",CM
1458,1458,Paranormal Activity,2007,6.3,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",CM
1459,1459,Disturbia,2007,6.9,A teen living under house arrest becomes convinced his neighbor is a serial killer.,CM
1460,1460,National Treasure: Book of Secrets,2007,6.5,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,CM
1461,1461,P.S. I Love You,2007,7.1,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,CM
1462,1462,Resident Evil: Extinction,2007,6.3,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.",CM
1463,1463,Grindhouse,2007,7.6,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,CM
1464,1464,Fracture,2007,7.2,"An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.",CM
1465,1465,The Golden Compass,2007,6.1,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",CM
1466,1466,The Darjeeling Limited,2007,7.2,"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.",CM
1467,1467,Enchanted,2007,7.1,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",CM
1468,1468,The Dark Knight,2008,9,"When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham. The Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",CM
1469,1469,WALLE,2008,8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",CM
1470,1470,Iron Man,2008,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",CM
1471,1471,Slumdog Millionaire,2008,8,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",CM
1472,1472,Gran Torino,2008,8.1,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",CM
1473,1473,Taken,2008,7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",CM
1474,1474,The Curious Case of Benjamin Button,2008,7.8,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",CM
1475,1475,Hancock,2008,6.4,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,CM
1476,1476,The Incredible Hulk,2008,6.7,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",CM
1477,1477,Twilight,2008,5.2,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.",CM
1478,1478,The Hurt Locker,2008,7.6,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",CM
1479,1479,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",CM
1480,1480,Kung Fu Panda,2008,7.6,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",CM
1481,1481,Quantum of Solace,2008,6.6,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.,CM
1482,1482,In Bruges,2008,7.9,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",CM
1483,1483,Tropic Thunder,2008,7,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",CM
1484,1484,Cloverfield,2008,7,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,CM
1485,1485,Wanted,2008,6.7,A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.,CM
1486,1486,Yes Man,2008,6.8,"A man challenges himself to say ""yes"" to everything for an entire year.",CM
1487,1487,Pineapple Express,2008,7,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,CM
1488,1488,Burn After Reading,2008,7,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,CM
1489,1489,The Wrestler,2008,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",CM
1490,1490,Jumper,2008,6.1,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,CM
1491,1491,Seven Pounds,2008,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,CM
1492,1492,Forgetting Sarah Marshall,2008,7.2,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",CM
1493,1493,Step Brothers,2008,6.9,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,CM
1494,1494,Hellboy II: The Golden Army,2008,7,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",CM
1495,1495,Vicky Cristina Barcelona,2008,7.1,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",CM
1496,1496,Changeling,2008,7.7,A grief-stricken mother takes on the LAPD to her own detriment when it tries to pass off an obvious impostor as her missing child.,CM
1497,1497,RocknRolla,2008,7.3,"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into... See full summary 
",CM
1498,1498,The Reader,2008,7.6,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",CM
1499,1499,Valkyrie,2008,7.1,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",CM
1500,1500,21,2008,6.8,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",CM
1501,1501,Role Models,2008,6.8,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.,CM
1502,1502,Rambo,2008,7,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",CM
1503,1503,Body of Lies,2008,7.1,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,CM
1504,1504,Ip Man,2008,8,"During the Japanese invasion of 1937, when a wealthy martial artist is forced to leave his home and work to support his family, he reluctantly agrees to train others in the art of Wing Chun for self-defense.",CM
1505,1505,Let the Right One In,2008,7.9,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",CM
1506,1506,Mamma Mia!,2008,6.4,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,CM
1507,1507,Get Smart,2008,6.5,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.",CM
1508,1508,Death Race,2008,6.4,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,CM
1509,1509,The Happening,2008,5,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",CM
1510,1510,Madagascar: Escape 2 Africa,2008,6.7,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",CM
1511,1511,The Chronicles of Narnia: Prince Caspian,2008,6.5,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",CM
1512,1512,Revolutionary Road,2008,7.3,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,CM
1513,1513,You Don't Mess with the Zohan,2008,5.5,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,CM
1514,1514,The Dark Knight,2008,9,"When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham. The Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",CM
1515,1515,WALLE,2008,8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",CM
1516,1516,Iron Man,2008,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",CM
1517,1517,Slumdog Millionaire,2008,8,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",CM
1518,1518,Gran Torino,2008,8.1,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",CM
1519,1519,Taken,2008,7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",CM
1520,1520,The Curious Case of Benjamin Button,2008,7.8,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",CM
1521,1521,Hancock,2008,6.4,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,CM
1522,1522,The Incredible Hulk,2008,6.7,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",CM
1523,1523,Twilight,2008,5.2,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.",CM
1524,1524,The Hurt Locker,2008,7.6,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",CM
1525,1525,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",CM
1526,1526,Kung Fu Panda,2008,7.6,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",CM
1527,1527,Quantum of Solace,2008,6.6,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.,CM
1528,1528,In Bruges,2008,7.9,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",CM
1529,1529,Tropic Thunder,2008,7,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",CM
1530,1530,Cloverfield,2008,7,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,CM
1531,1531,Wanted,2008,6.7,A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.,CM
1532,1532,Yes Man,2008,6.8,"A man challenges himself to say ""yes"" to everything for an entire year.",CM
1533,1533,Pineapple Express,2008,7,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,CM
1534,1534,Burn After Reading,2008,7,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,CM
1535,1535,The Wrestler,2008,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",CM
1536,1536,Jumper,2008,6.1,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,CM
1537,1537,Seven Pounds,2008,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,CM
1538,1538,Forgetting Sarah Marshall,2008,7.2,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",CM
1539,1539,Step Brothers,2008,6.9,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,CM
1540,1540,Hellboy II: The Golden Army,2008,7,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",CM
1541,1541,Vicky Cristina Barcelona,2008,7.1,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",CM
1542,1542,Changeling,2008,7.7,A grief-stricken mother takes on the LAPD to her own detriment when it tries to pass off an obvious impostor as her missing child.,CM
1543,1543,RocknRolla,2008,7.3,"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into... See full summary 
",CM
1544,1544,The Reader,2008,7.6,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",CM
1545,1545,Valkyrie,2008,7.1,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",CM
1546,1546,21,2008,6.8,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",CM
1547,1547,Role Models,2008,6.8,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.,CM
1548,1548,Rambo,2008,7,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",CM
1549,1549,Body of Lies,2008,7.1,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,CM
1550,1550,Ip Man,2008,8,"During the Japanese invasion of 1937, when a wealthy martial artist is forced to leave his home and work to support his family, he reluctantly agrees to train others in the art of Wing Chun for self-defense.",CM
1551,1551,Let the Right One In,2008,7.9,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",CM
1552,1552,Mamma Mia!,2008,6.4,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,CM
1553,1553,Get Smart,2008,6.5,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.",CM
1554,1554,Death Race,2008,6.4,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,CM
1555,1555,The Happening,2008,5,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",CM
1556,1556,Madagascar: Escape 2 Africa,2008,6.7,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",CM
1557,1557,The Chronicles of Narnia: Prince Caspian,2008,6.5,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",CM
1558,1558,Revolutionary Road,2008,7.3,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,CM
1559,1559,You Don't Mess with the Zohan,2008,5.5,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,CM
1560,1560,The Dark Knight,2008,9,"When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham. The Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",CM
1561,1561,WALLE,2008,8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",CM
1562,1562,Iron Man,2008,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",CM
1563,1563,Slumdog Millionaire,2008,8,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",CM
1564,1564,Gran Torino,2008,8.1,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",CM
1565,1565,Taken,2008,7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",CM
1566,1566,The Curious Case of Benjamin Button,2008,7.8,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",CM
1567,1567,Hancock,2008,6.4,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,CM
1568,1568,The Incredible Hulk,2008,6.7,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",CM
1569,1569,Twilight,2008,5.2,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.",CM
1570,1570,The Hurt Locker,2008,7.6,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",CM
1571,1571,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",CM
1572,1572,Kung Fu Panda,2008,7.6,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",CM
1573,1573,Quantum of Solace,2008,6.6,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.,CM
1574,1574,In Bruges,2008,7.9,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",CM
1575,1575,Tropic Thunder,2008,7,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",CM
1576,1576,Cloverfield,2008,7,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,CM
1577,1577,Wanted,2008,6.7,A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.,CM
1578,1578,Yes Man,2008,6.8,"A man challenges himself to say ""yes"" to everything for an entire year.",CM
1579,1579,Pineapple Express,2008,7,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,CM
1580,1580,Burn After Reading,2008,7,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,CM
1581,1581,The Wrestler,2008,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",CM
1582,1582,Jumper,2008,6.1,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,CM
1583,1583,Seven Pounds,2008,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,CM
1584,1584,Forgetting Sarah Marshall,2008,7.2,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",CM
1585,1585,Step Brothers,2008,6.9,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,CM
1586,1586,Hellboy II: The Golden Army,2008,7,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",CM
