0,NNP
1,NNP
2,NNP
3,VBZ
4,NNP
5,NNP
6,NNP
7,NNP
8,NNP
9,NNP
10,NNP
11,NNP
12,NNP
13,NNP
14,NNP
15,NNP
16,NNP
17,JJ
18,NNP
19,NNP
20,NNP
21,NNP
22,NNP
23,NNP
24,NNP
25,NNP
26,NNP
27,NNP
28,JJ
29,NNP
30,NNP
31,NNP
32,NNP
33,NNP
34,NNP
35,NNP
36,NNP
37,NNP
38,NNP
39,NNP
40,NNP
41,NNP
42,JJ
43,NNP
44,NNP
45,NNP
46,NNP
47,JJ
48,NNP
49,NNP
50,NNP
51,NNP
52,JJ
53,NNP
54,NNP
55,NNP
56,NNP
57,NNP
58,NNP
59,NNP
60,NNP
61,NNP
62,NNP
63,NNP
64,NNP
65,NNP
66,NNP
67,NNP
68,JJ
69,NNP
70,JJ
71,NNP
72,NNP
73,NNP
74,NNP
75,NNP
76,NNP
77,NNP
78,NNP
79,NNS
80,NNP
81,NNP
82,NNP
83,NNP
84,NNP
85,NNP
86,VBN
87,NNP
88,NNP
89,NNP
90,NNP
91,NNP
92,NNP
93,NNP
94,NNP
95,NNPS
96,NNP
97,JJ
98,NNP
99,NNPS
100,NNP
101,NNP
102,NNP
103,NNP
104,NNP
105,NNP
106,NNP
107,NNP
108,NNP
109,NNP
110,NNP
111,NNP
112,NNP
113,NNP
114,JJ
115,NNP
116,NNP
117,NNP
118,NNP
119,NNP
120,NNPS
121,NNP
122,NNP
123,NNP
124,NNP
125,NNP
126,JJ
127,NNP
128,NNP
129,JJ
130,NNP
131,NNP
132,NNP
133,NNP
134,NNP
135,NNP
136,NNP
137,NNP
138,NNP
139,NNP
140,NNP
141,NNP
142,NNP
143,NNP
144,NNP
145,NNP
146,NNP
147,NNP
148,NNP
149,NNP
150,NNP
151,NNP
152,NNP
153,NNP
154,NNP
155,NNP
156,NNP
157,NNP
158,NNP
159,NNP
160,NNP
161,NNP
162,NNP
163,NNP
164,NNP
165,NNP
166,NNP
167,NNP
168,NNP
169,NNP
170,NNP
171,NNP
172,NNP
173,NNP
174,NNP
175,NNP
176,NNP
177,NNP
178,NNP
179,NNP
180,NNP
181,NNP
182,NNP
183,NNP
184,NNP
185,NNP
186,NNP
187,NNP
188,NN
189,NNP
190,NNP
191,NNP
192,NNP
193,NNP
194,NNP
195,NNP
196,NNPS
197,NNP
198,NNP
199,NNP
200,NNP
201,NNP
202,NNP
203,NNP
204,NNP
205,NNP
206,NNP
207,NNP
208,NNP
209,NNP
210,NNP
211,NNP
212,NNPS
213,NNP
214,NNP
215,NNP
216,NNP
217,NNP
218,NNP
219,NNPS
220,JJ
221,NNP
222,NNP
223,NNP
224,NNP
225,NNP
226,NNP
227,NNP
228,NNP
229,NNP
230,NNP
231,NNP
232,NNP
233,CD
234,JJ
235,NNP
236,NNP
237,NNP
238,NNP
239,NNP
240,NNP
241,NNP
242,NNP
243,NNP
244,NNP
245,NNP
246,NNP
247,NNS
248,CD
249,NNP
250,NNP
251,NNP
252,NNP
253,NNP
254,NNP
255,NNP
256,NNP
257,NNP
258,NNP
259,NNP
260,NNP
261,NNP
262,NNPS
263,NNP
264,NNP
265,NNP
266,NNP
267,NNP
268,NNP
269,NNP
270,JJ
271,NNP
272,NNP
273,NNPS
274,NNP
275,NNP
276,NNP
277,NNP
278,NNP
279,NNP
280,NNP
281,NNP
282,NNP
283,NNP
284,NNP
285,NNP
286,NNP
287,NNP
288,NNP
289,JJ
290,JJ
291,NNP
292,NNP
293,NNP
294,NN
295,NNP
296,NNP
297,NNP
298,NNP
299,NNP
300,NNP
301,NNP
302,NNP
303,NNP
304,NNP
305,NNP
306,NNP
307,NNP
308,NNP
309,NNP
310,NNP
311,NNP
312,NNP
313,NNP
314,NNP
315,NNP
316,NNP
317,NNP
318,NNP
319,NNP
320,NNP
321,NNP
322,NNP
323,NNP
