0,"[262, 0]"
1,"[262, 0]"
2,"[262, 0]"
3,"[262, 0]"
4,"[262, 0]"
5,"[262, 0]"
6,"[262, 0]"
7,"[262, 0]"
8,"[262, 0]"
9,"[262, 0]"
10,"[262, 0]"
11,"[262, 0]"
12,"[262, 0]"
13,"[262, 0]"
14,"[262, 1]"
15,"[262, 1]"
16,"[262, 1]"
17,"[262, 1]"
18,"[262, 1]"
19,"[262, 1]"
20,"[262, 1]"
21,"[262, 3]"
22,"[262, 3]"
23,"[262, 3]"
24,"[262, 3]"
25,"[262, 3]"
26,"[262, 5]"
27,"[276, 0]"
28,"[276, 0]"
29,"[276, 0]"
30,"[276, 0]"
31,"[276, 0]"
32,"[276, 0]"
33,"[276, 0]"
34,"[276, 0]"
35,"[276, 0]"
36,"[276, 0]"
37,"[276, 0]"
38,"[276, 1]"
39,"[276, 1]"
40,"[276, 1]"
41,"[276, 1]"
42,"[276, 1]"
43,"[276, 1]"
44,"[276, 1]"
45,"[276, 2]"
46,"[276, 2]"
47,"[276, 2]"
48,"[276, 2]"
49,"[276, 2]"
50,"[276, 3]"
51,"[276, 7]"
52,"[276, 7]"
53,"[276, 7]"
54,"[276, 8]"
55,"[276, 8]"
56,"[276, 8]"
57,"[276, 8]"
58,"[276, 9]"
59,"[276, 9]"
60,"[276, 9]"
61,"[276, 10]"
62,"[276, 10]"
63,"[276, 10]"
64,"[276, 10]"
65,"[276, 10]"
66,"[276, 10]"
67,"[276, 11]"
68,"[276, 11]"
69,"[276, 13]"
70,"[276, 13]"
71,"[276, 13]"
72,"[276, 13]"
73,"[276, 14]"
74,"[276, 14]"
75,"[276, 14]"
76,"[276, 14]"
77,"[276, 15]"
78,"[276, 16]"
79,"[276, 17]"
80,"[276, 18]"
81,"[276, 18]"
82,"[276, 18]"
83,"[60, 0]"
84,"[60, 0]"
85,"[60, 0]"
86,"[60, 0]"
87,"[60, 0]"
88,"[60, 0]"
89,"[60, 1]"
90,"[60, 1]"
91,"[60, 1]"
92,"[60, 1]"
93,"[60, 1]"
94,"[60, 1]"
95,"[60, 2]"
96,"[60, 2]"
97,"[60, 3]"
98,"[60, 4]"
99,"[60, 4]"
100,"[60, 4]"
101,"[60, 4]"
102,"[60, 4]"
103,"[60, 5]"
104,"[60, 5]"
105,"[60, 5]"
106,"[60, 5]"
107,"[60, 5]"
108,"[60, 5]"
109,"[60, 5]"
110,"[60, 6]"
111,"[60, 6]"
112,"[60, 6]"
113,"[60, 6]"
114,"[60, 6]"
115,"[60, 6]"
116,"[60, 6]"
117,"[60, 7]"
118,"[60, 7]"
119,"[60, 7]"
120,"[60, 7]"
121,"[60, 7]"
122,"[60, 7]"
123,"[60, 7]"
124,"[60, 8]"
125,"[60, 9]"
126,"[60, 9]"
127,"[60, 10]"
128,"[60, 10]"
129,"[60, 10]"
130,"[60, 10]"
131,"[60, 10]"
132,"[60, 10]"
133,"[60, 10]"
134,"[60, 11]"
135,"[60, 11]"
136,"[60, 11]"
137,"[60, 11]"
138,"[60, 11]"
139,"[60, 11]"
140,"[60, 11]"
141,"[60, 11]"
142,"[60, 11]"
143,"[60, 12]"
144,"[60, 12]"
145,"[60, 13]"
146,"[60, 13]"
147,"[60, 13]"
148,"[60, 13]"
149,"[60, 13]"
150,"[60, 14]"
151,"[60, 14]"
152,"[60, 14]"
153,"[60, 14]"
154,"[60, 14]"
155,"[60, 14]"
156,"[60, 14]"
157,"[60, 14]"
158,"[60, 15]"
159,"[60, 15]"
160,"[60, 15]"
161,"[60, 15]"
162,"[60, 15]"
163,"[60, 15]"
164,"[60, 15]"
165,"[60, 15]"
166,"[60, 15]"
167,"[60, 15]"
168,"[60, 15]"
169,"[60, 15]"
170,"[60, 15]"
171,"[60, 15]"
172,"[60, 15]"
173,"[60, 15]"
174,"[60, 15]"
175,"[60, 16]"
176,"[60, 16]"
177,"[60, 16]"
178,"[60, 16]"
179,"[60, 16]"
180,"[60, 16]"
181,"[60, 17]"
182,"[60, 17]"
183,"[60, 17]"
184,"[60, 17]"
185,"[74, 0]"
186,"[74, 0]"
187,"[74, 0]"
188,"[74, 0]"
189,"[74, 0]"
190,"[74, 0]"
191,"[74, 0]"
192,"[74, 0]"
193,"[74, 0]"
194,"[74, 0]"
195,"[74, 0]"
196,"[74, 0]"
197,"[74, 0]"
198,"[74, 0]"
199,"[74, 0]"
200,"[74, 0]"
201,"[74, 0]"
202,"[74, 0]"
203,"[74, 0]"
204,"[74, 0]"
205,"[74, 1]"
206,"[74, 1]"
207,"[74, 1]"
208,"[74, 1]"
209,"[74, 1]"
210,"[74, 1]"
211,"[74, 1]"
212,"[74, 1]"
