0,PROPN
1,PROPN
2,PROPN
3,VERB
4,PROPN
5,PROPN
6,PROPN
7,PROPN
8,PROPN
9,PROPN
10,PROPN
11,PROPN
12,PROPN
13,PROPN
14,PROPN
15,PROPN
16,PROPN
17,ADJ
18,PROPN
19,PROPN
20,PROPN
21,PROPN
22,PROPN
23,PROPN
24,PROPN
25,PROPN
26,PROPN
27,PROPN
28,ADJ
29,PROPN
30,PROPN
31,PROPN
32,PROPN
33,PROPN
34,PROPN
35,PROPN
36,PROPN
37,PROPN
38,PROPN
39,PROPN
40,PROPN
41,PROPN
42,ADJ
43,PROPN
44,PROPN
45,PROPN
46,PROPN
47,ADJ
48,PROPN
49,PROPN
50,PROPN
51,PROPN
52,ADJ
53,PROPN
54,PROPN
55,PROPN
56,PROPN
57,PROPN
58,PROPN
59,PROPN
60,PROPN
61,PROPN
62,PROPN
63,PROPN
64,PROPN
65,PROPN
66,PROPN
67,PROPN
68,ADJ
69,PROPN
70,ADJ
71,PROPN
72,PROPN
73,PROPN
74,PROPN
75,PROPN
76,PROPN
77,PROPN
78,PROPN
79,NOUN
80,PROPN
81,PROPN
82,PROPN
83,PROPN
84,PROPN
85,PROPN
86,VERB
87,PROPN
88,PROPN
89,PROPN
90,PROPN
91,PROPN
92,PROPN
93,PROPN
94,PROPN
95,PROPN
96,PROPN
97,ADJ
98,PROPN
99,PROPN
100,PROPN
101,PROPN
102,PROPN
103,PROPN
104,PROPN
105,PROPN
106,PROPN
107,PROPN
108,PROPN
109,PROPN
110,PROPN
111,PROPN
112,PROPN
113,PROPN
114,ADJ
115,PROPN
116,PROPN
117,PROPN
118,PROPN
119,PROPN
120,PROPN
121,PROPN
122,PROPN
123,PROPN
124,PROPN
125,PROPN
126,ADJ
127,PROPN
128,PROPN
129,ADJ
130,PROPN
131,PROPN
132,PROPN
133,PROPN
134,PROPN
135,PROPN
136,PROPN
137,PROPN
138,PROPN
139,PROPN
140,PROPN
141,PROPN
142,PROPN
143,PROPN
144,PROPN
145,PROPN
146,PROPN
147,PROPN
148,PROPN
149,PROPN
150,PROPN
151,PROPN
152,PROPN
153,PROPN
154,PROPN
155,PROPN
156,PROPN
157,PROPN
158,PROPN
159,PROPN
160,PROPN
161,PROPN
162,PROPN
163,PROPN
164,PROPN
165,PROPN
166,PROPN
167,PROPN
168,PROPN
